ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
urua1244a-death-137,ntar ia nor kalima bana kubu,antar	ia	nor	kalima	bana	kubur,accompany	3SG	and	prayer_for_accompanying_to_graveyard	go	grave,accompany her to the graveyard while praying \textit{kalima}.'\footnote{The \textit{kalima} is a prayer for reciting while accompanying the body to the graveyard.,death,137,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular""}"
urua1244a-death-138,ti kubur mojin langsung at,a-ti	kubur	mojin	langsung	a-to,3-go	grave	muezzin	directly	3-descend,"They go to the graveyard, the \textit{muezzin} goes directly down",death,138,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-139,min kubur nana,amin	kubur	nanam,LOC	grave	inside,inside the grave.,death,139,urua1244,urua1244a,WORD_ALIGNED,"{""LOC"": ""locative""}"
urua1244a-death-140,ina fat laf da at,sina	fat	laf	da	a-to,3PL	four	just	DA	3-descend,Just four people go down.,death,140,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""DA"": ""unanalysed marker""}"
urua1244a-death-141,ojin mancia teni rorang abantu ia untuk ato namat akanata niti pet,mojin	mancia	teni	rorang	a-bantu	ia	untuk	a-to	n-amat	a-kanata	niti	peta,muezzin	people	three	also	3-help	3SG	to	3-descend	3-bring	3-carry	corpse	ANA,"The \textit{muezzin}, [and] three other people help him to lift that corpse down.",death,141,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""ANA"": ""anaphoric""}"
urua1244a-death-142,kanata niti ato kanamb,a-kanata	niti	a-to	kanambo,3-carry	corpse	3-descend	then,"They lift the corpse down, then",death,142,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-143,ojin at,mojin	a-to,muezzin	3-descend,the \textit{muezzin} goes down,death,143,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-144,osir wai afbe afbe nor ia puni,n-osir	wai	afbe∼afbe	nor	ia	punit,3-say	thing	how∼INDF	with	3SG	finished,saying whatever he wants to say to her. After that'\footnote{The speaker does not know what the \textit{muezzin} says to the corpse: ``That's between them.'',death,144,urua1244,urua1244a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""SG"": ""singular""}"
urua1244a-death-145,anambo mojin asana,kanambo	mojin	a-sanak,then	muezzin	3-open,then the \textit{muezzin} opens,death,145,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-146,etret ami,retret	amin,tie	LOC,the strings on,death,146,urua1244,urua1244a,WORD_ALIGNED,"{""LOC"": ""locative""}"
urua1244a-death-147,ai petpetin pet,wai	petpetin	peta,cloth	white	ANA,that white cloth.,death,147,urua1244,urua1244a,WORD_ALIGNED,"{""ANA"": ""anaphoric""}"
urua1244a-death-148,sanak punit kanamb,a-sanak	punit	kanambo,3-open	finished	then,"After opening,",death,148,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-149,oji,mojin,muezzin,the \textit{muezzin},death,149,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-150,exi{\phantom{}}akamat ia amin pap amin kubur nanam punit kanambo sina lalaf alalaf as,a-kamat	ia	amin	pap	amin	kubur	nanam	punit	kanambo	sina	lalaf	a-lalaf	a-sa,3-pray_iqamat	3SG	LOC	down	LOC	grave	inside	finished	then	3PL	return	3-return	3-ascend,"prays for her down in the grave, after that they go back up.",death,150,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""LOC"": ""locative"", ""PL"": ""plural""}"
urua1244a-death-151,alaf as,lalaf	a-sa,return	3-ascend,"They go back up,",death,151,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-152,ancia nor ia ato peta rorang alalaf asa nas adedak kanamb,mancia	nor	ia	a-to	peta	rorang	a-lalaf	a-sa	nas	adedak	kanambo,people	with	3SG	3-descend	ANA	also	3-return	3-ascend	above	all	then,"those people who went down with her go all back up, then",death,152,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""ANA"": ""anaphoric""}"
urua1244a-death-153,oji,mojin,muezzin,the \textit{muezzin},death,153,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-154,ana ini mesa,n-ana	ini	mesan,3-get	3SG.POSS	gravestone,gets her wooden gravestone.,death,154,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-155,pon matafasi kan mesan sa la,apon	matafasi	kan	mesan	sa	laf,as	women	you_know	gravestone	one	just,"When it's a woman, you know, just one gravestone.",death,155,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-156,alo marwanas mesan nu,kalo	marwanas	mesan	nua,FOC	men	gravestone	two,For men two gravestones.,death,156,urua1244,urua1244a,WORD_ALIGNED,"{""FOC"": ""focus""}"
urua1244a-death-157,anambo moji,kanambo	mojin,then	muezzin,Then the \textit{muezzin},death,157,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-158,sobang akupan fafan ati puni,a-sobang	a-kupan	fafan	a-ti	punit,3-tell_someone	3-cover	plank	3-go	finished,told [the bed-carriers] to cover [the corpse] with planks,death,158,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-159,ojin asa amriri am fafan nasin ka kanamb,mojin	a-sa	a-mriri	am	fafan	nasin	ka	kanambo,muezzin	3-ascend	3-stand	LOC	plank	top	DIST	then,the \textit{muezzin} stands up on the planks and then,death,159,urua1244,urua1244a,WORD_ALIGNED,"{""LOC"": ""locative"", ""DIST"": ""distal""}"
urua1244a-death-160,fonak mesan ato dike kan ia namat kanamb,a-fonak	mesan	a-to	dike	kan	ia	n-amat	kanambo,3-put	gravestone	3-descend	this	you_know	3SG	3-hold	then,erects the gravestone; he holds it and then,death,160,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular""}"
urua1244a-death-161,kalima kanambo sina akeba,a-kalima	kanambo	sina	a-kebak,3-pray_prayer_for_accompanying_to_graveyard	then	3PL	3-cover_with_sand,"prays, then they cover [her] with sand.'\footnote{The bed-carriers do the shoveling.",death,161,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-death-162,fun idei ati akupan fafan pet,a-fun	idei	a-ti	a-kupan	fafan	peta,3-do	sand	3-go	3-cover	plank	ANA,"They cover those planks with sand,",death,162,urua1244,urua1244a,WORD_ALIGNED,"{""ANA"": ""anaphoric""}"
urua1244a-death-163,ampe puni,sampe	punit,until	finished,until finished.,death,163,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-164,dei suai akupan adedak punit som kanamb,idei	suai	a-kupan	adedak	punit	som	kanambo,sand	PH	3-cover	completely	finished	IAM	then,"After finishing covering the planks completely with sand,'\footnote{\textit{Suai} is not really a placeholder here, more something like `and whatnot', or `and whatever else'.",death,164,urua1244,urua1244a,WORD_ALIGNED,"{""PH"": ""placeholder"", ""IAM"": ""iamitive""}"
urua1244a-death-165,ina apon mancia undangan afar Kiaba afar Tarak afar Pinggor as,sina	apon	mancia	undangan	afar	Kiaba	afar	Tarak	afar	Pinggor	a-sa,3PL	like	people	invitee	from	Kiaba	from	Tarak	from	Antalisa	3-ascend,"they, like people who were invited from Kiaba, Tarak and Antalisa, come up [saying]:",death,165,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-death-166,e da baca in,se	da	baca	ini,who	REL	read	3SG.POSS,{``}Who reads her,death,166,urua1244,urua1244a,WORD_ALIGNED,"{""REL"": ""relative"", ""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-167,alakin Wangnirin dike nosir talaki,talakin	Wangnirin	dike	n-osir	talakin,talqin	Uruangnirin	here	3-say	talqin,"talqin?"" Here we say \textit{talakin}.\footnote{The \textit{talqin} is a Quran text. Since \textit{Wang-nirin} literally means `village-language', it makes sense to say `in the village language here'. \textit{Wangnirin} is the Faur-Kiaba way to pronounce \textit{Uruangnirin}.",death,167,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-168,baca in talakin ka sin nosir ,a-baca	in	talakin	ka	sin	n-osir	o,3-read	3SG.POSS	talqin	DIST	3PL.POSS	3-say	QUOT,"They read her \textit{talqin}, they say:",death,168,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""DIST"": ""distal"", ""PL"": ""plural"", ""QUOT"": ""quotative""}"
urua1244a-death-169,ba Pinggor da baca atau mojin Pinggor da bac,leba	Pinggor	da	baca	atau	mojin	Pinggor	da	baca,imam	Antalisa	DA	read	or	muezzin	Antalisa	DA	read,{``}The imam from Antalisa should read it'' or ``the \textit{muezzin} from Antalisa should read it''.,death,169,urua1244,urua1244a,WORD_ALIGNED,"{""DA"": ""unanalysed marker""}"
urua1244a-death-170,atip mas namat talakin peta sarakan awangg,hatip	Mas	n-amat	talakin	peta	sarakan	a-wanggi,preacher	Mas	3-bring	talqin	ANA	hand_over	3-give,The preacher from Mas who carried that \textit{talqin} suggests to hand it over to,death,170,urua1244,urua1244a,WORD_ALIGNED,"{""ANA"": ""anaphoric""}"
urua1244a-death-171,atip pinggor bi atau leba pinggor b,hatip	Pinggor	bi	atau	leba	Pinggor	bi,preacher	Antalisa	or	or	imam	Antalisa	or,"the preacher from Antalisa, or the imam from Antalisa.",death,171,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-172,ana wanggi ia ia abaca talaki,n-ana	wanggi	ia	ia	a-baca	talakin,3-get	give	3SG	3SG	3-read	talqin,"He gives [it to] him, [so] he [can] read the \textit{talqin}.",death,172,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular""}"
urua1244a-death-173,baca talakin puni,a-baca	talakin	punit,3-read	talqin	finished,"After reading the \textit{talqin},",death,173,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-174,baca doa akhi,a-baca	doa	akhir,3-read	prayer	last,"reading the last prayer,",death,174,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-175,unit kamese mancia suarik alalah am,punit	kamese	mancia	suarik	a-lalah	a-ma,finished	DIST	people	scatter	3-return	3-come,"after that, people scatter and go back.",death,175,urua1244,urua1244a,WORD_ALIGNED,"{""DIST"": ""distal""}"
urua1244a-death-176,lalah ama kapala sina hun ter am kapala so,a-lalah	a-ma	kapala	sina	hun	ter	am	kapala	som,3-return	3-come	house	3PL	make	tea	LOC	house	IAM,"They go back to the house, they have already prepared tea.",death,176,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""LOC"": ""locative"", ""IAM"": ""iamitive""}"
urua1244a-death-177,ti k,a-ti	ka,3-go	DIST,"They go there,",death,177,urua1244,urua1244a,WORD_ALIGNED,"{""DIST"": ""distal""}"
urua1244a-death-178,atek mancia sinin nenang bi atau sinin laman peta nosir o ,fatek	mancia	sinin	nenang	bi	atau	sinin	laman	peta	n-osir	o,later	people	3PL.POSS	mother	or	or	3PL.POSS	father	ANA	3-say	QUOT,"then people, their mothers or fathers say:",death,178,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessive"", ""ANA"": ""anaphoric"", ""QUOT"": ""quotative""}"
urua1244a-death-179,mpor,im-pora,2PL-PROH,{``}Don't you,death,179,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""PROH"": ""prohibitive""}"
urua1244a-death-180,era ato kan tahli,{nera\_ato}	kan	tahlil,around_sunset	you_know	recite_from_Quran,"when the sun goes down, read \textit{tahlil}.''",death,180,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-181,alo fisik nosir o labai mancia dum mama dik,kalo	fisik	n-osir	o	labai	mancia	dum	mama	dike,when	some	3-say	QUOT	it's_better_if	people	many	come	here,Some people say: ``It's better when many people came here,death,181,urua1244,urua1244a,WORD_ALIGNED,"{""QUOT"": ""quotative""}"
urua1244a-death-182,atahlil ini hari babair matan sa som b,hari	babair	matan	sa	som	bo,day	first	time	one	IAM	but,"we read the \textit{tahlil} for the first day already,",death,182,urua1244,urua1244a,WORD_ALIGNED,"{""IAM"": ""iamitive""}"
urua1244a-death-183,ancia undangan alala,mancia	undangan	a-lalaf,people	guest	3-return,[so that] the invitees can go back.,death,183,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-184,amese tati ka tatahlil puni,kamese	ta-ti	ka	ta-tahlil	punit,DIST	1PL.INCL-go	DIST	1PL.INCL-recite_from_Quran	finished,That way we go after the \textit{tahlil}.,death,184,urua1244,urua1244a,WORD_ALIGNED,"{""DIST"": ""distal"", ""PL"": ""plural"", ""INCL"": ""inclusive""}"
urua1244a-death-185,emin ter punit kamese mancia mulai asuari,t-emin	ter	punit	kamese	mancia	mulai	a-suarik,1PL.INCL-drink	tea	finished	DIST	people	start	3-scatter,"After drinking tea, people can start going home,",death,185,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""DIST"": ""distal""}"
urua1244a-death-186,osir o afadi sa afadi sa kame malalaf matna som sekarang hajat punit som da malalaf matna so,n-osir	o	afadi	sa	afadi	sa	kame	ma-lalaf	ma-tna	som	sekarang	hajat	punit	som	da	ma-lalaf	ma-tna	som,3-say	QUOT	take_leave	one	take_leave	one	DIST	1PL.EXCL-return	1PL.EXCL-go_landwards	IAM	now	feast	finished	IAM	so	1PL.EXCL-return	1PL.EXCL-go_landwards	IAM,"saying ``I'm taking leave, we go back already, the feast is finished so we go back landwards now.''''",death,186,urua1244,urua1244a,WORD_ALIGNED,"{""QUOT"": ""quotative"", ""DIST"": ""distal"", ""PL"": ""plural"", ""EXCL"": ""exclusive"", ""IAM"": ""iamitive""}"
urua1244a-death-187,ampe dik,sampe	dike,until	here,Until here,death,187,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-188,ajat mas nora hajat dike sama bi bed,hajat	Mas	nora	hajat	dike	sama	bi	beda,feast	Mas	and	feast	here	same	or	different,"the feast in Mas and here, is it the same or different?",death,188,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-189,exi{B:}sama kalo untu,sama	kalo	untuk,same	when	for,"The same, as for",death,189,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-190,kupan ia nor no,a-kupan	ia	nor	not,3-cover	3SG	with	sarong,"covering her with sarongs,",death,190,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular""}"
urua1244a-death-191,kebak ia ka sama dedak artiny,a-kebak	ia	ka	sama	dedak	artinya,3-cover_with_sand	3SG	DIST	same	all	that_means,"burying them, it's all the same.",death,191,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""DIST"": ""distal""}"
urua1244a-death-192,mi be agama muslim ka sama dedak afar dike otin Pakpa,ami	be	agama	muslim	ka	sama	dedak	afar	dike	otin	Pakpak,1PL.EXCL	INDF	religion	Muslim	DIST	same	all	from	here	past	Fakfak,"Whoever is Muslim, it's all the same from here to past Fakfak.",death,192,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""INDF"": ""indefinite"", ""DIST"": ""distal""}"
urua1244a-death-193,am,sama,same,It's the same.,death,193,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-194,ni ner sa punit som kanambo sina tahli,ini	ner	sa	punit	som	kanambo	sina	tahlil,3SG.POSS	day	one	finished	IAM	then	3PL	recite_from_Quran,"I see, after the first day is finished, they do \textit{tahlil}...",death,194,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""IAM"": ""iamitive"", ""PL"": ""plural""}"
urua1244a-death-195,pona sina ma ka peta tatahlil ner sa ka som undangan ama ama akebak ia ka peta da tahlil so,apona	sina	ma	ka	peta	ta-tahlil	ner	sa	ka	som	undangan	a-ma	a-ma	a-kebak	ia	ka	peta	da	tahlil	som,like	3PL	come	DIST	ANA	1PL.INCL-recite_from_Quran	day	one	DIST	IAM	invitee	3-come	3-come	3-cover_with_sand	3SG	DIST	ANA	REL	recite_from_Quran	IAM,"Like they who came, when we do the first day \textit{tahlil}, the invitees who came to bury her also get to do the first day \textit{tahlil}.'\footnote{...without having to travel twice.",death,195,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""DIST"": ""distal"", ""ANA"": ""anaphoric"", ""INCL"": ""inclusive"", ""IAM"": ""iamitive"", ""SG"": ""singular"", ""REL"": ""relative""}"
urua1244a-death-196,amese ner ka bot ner ato ka tahlil tai ef,kamese	ner	ka	bot	{ner\_ato}	ka	tahlil	tai	efi,DIST	day	DIST	yet	around_sunset	DIST	recite_from_Quran	not	still,So that when it's evening we don't need to do the prayer anymore.,death,196,urua1244,urua1244a,WORD_ALIGNED,"{""DIST"": ""distal""}"
urua1244a-death-197,uma sina amtonang sibur tamat la,cuma	sina	a-mtonang	sibur	tamat	laf,only	3PL	3-sit	read_prayer	tamat_prayer	just,"They just sit and read the \textit{tamat}.'\footnote{\textit{Tamat} is maybe from Arabic \textit{tammah}, also known as ``Allahumma Rabba hadhihi-d-da'watit-tammah'', a prayer read after \textit{adhan}, the call to prayer.",death,197,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-death-198,atek utaf kanambo sina tahlil utaf ner ato sina tahli,fatek	utaf	kanambo	sina	tahlil	utaf	{ner\_ato}	sina	tahlil,later	tomorrow	then	3PL	recite_from_Quran	tomorrow	around_sunset	3PL	recite_from_Quran,"Then tomorrow, tomorrow night they read \textit{tahlil}.",death,198,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-death-199,adi mancia far ke atno atahlil bol,jadi	mancia	far	ke	a-tno	a-tahlil	bole,so	people	from	PROX	3-go_seawards	3-recite_from_Quran	can,"So people from here can go seawards to read \textit{tahlil},",death,199,urua1244,urua1244a,WORD_ALIGNED,"{""PROX"": ""proximal""}"
urua1244a-death-200,ina lafa ner teni nomba atno atahlil bis,sina	lafa	ner	teni	nomba	a-tno	a-tahlil	bisa,3PL	return	day	three	first	3-go_seawards	3-recite_from_Quran	can,"[or] they come back when it's the third day to read \textit{tahlil}, also fine.",death,200,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-death-201,tau alafa ner nima nomba atno bisa demtotir bisa adeda,atau	a-lafa	ner	nima	nomba	a-tno	bisa	demtotir	bisa	adedak,or	3-return	day	five	first	3-go_seawards	can	all	can	all,"Or they only return the fifth day, it's all possible.",death,201,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-202,ancia sinina hajat ka si,mancia	sinina	hajat	ka	sin,people	3PL.POSS	feast	DIST	3PL,"People's feasts, they",death,202,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessive"", ""DIST"": ""distal""}"
urua1244a-death-203,larang amka ta,a-larang	amka	tai,3-forbid	there	NEG,"don't forbid.'\footnote{Not sure what is not forbidden, but the speaker means to say that it's not strict how many \textit{tahlil} days one attends.",death,203,urua1244,urua1244a,WORD_ALIGNED,"{""NEG"": ""negation""}"
urua1244a-death-204,acam Mina in laman bana ner teni tai karen,macam	Mina	in	laman	bana	ner	teni	tai	karena,like	Mina	3SG.POSS	father	go	day	three	NEG	because,Like you [Mina's father] didn't go on the third day because,death,204,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""NEG"": ""negation""}"
urua1244a-death-205,afrawak ruang t,ma-frawak	ruang	to,1PL.EXCL-weed	place	TAG,"We were weeding, right.",death,205,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""TAG"": ""tag question""}"
urua1244a-death-206,aransa Mina in nenang atn,taransa	Mina	in	nenang	a-tno,seven	Mina	3SG.POSS	mother	3-go_seawards,The seventh day Mina's mother went.,death,206,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-207,ni ner nima itatno k,ini	ner	nima	ita-tno	ka,3SG.POSS	day	five	1PL.INCL-go_seawards	DIST,"The fifth day we went.'\footnote{The linguist joined the speaker this day, hence the use of inclusive plural.",death,207,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""PL"": ""plural"", ""INCL"": ""inclusive"", ""DIST"": ""distal""}"
urua1244a-death-208,fka ini ner utaf ini ner saputi kan mancia demtotir atn,afka	ini	ner	utaf	ini	ner	saputi	kan	mancia	demtotir	a-tno,like_that	3SG.POSS	day	tomorrow	3SG.POSS	day	nine	you_know	people	all	3-go_seawards,"Like that, the next day, the ninth day, everyone goes.",death,208,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-209,ancia atno ka da kalo demdemtotir ya demdemtotir tai kalo mancia nima nem ka,mancia	a-tno	ka	da	kalo	demdemtotir	ya	demdemtotir	tai	kalo	mancia	nima	nem	kan,people	3-go_seawards	DIST	then	if	all	yes	all	NEG	if	people	five	six	you_know,"People go, if everyone can go, everyone goes, if not, five-six people...",death,209,urua1244,urua1244a,WORD_ALIGNED,"{""DIST"": ""distal"", ""NEG"": ""negation""}"
urua1244a-death-210,ancia sinin hajat roran,mancia	sinin	hajat	rorang,people	3PL.POSS	feast	also,"The people whose feast also,",death,210,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessive""}"
urua1244a-death-211,in,sina,3PL,they,death,211,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-death-212,awan abur amka tai rora,{nawan\_abur}	amka	tai	roran,be_angry	there	not	also,aren't angry.,death,212,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-213,pona hajat am nan dike sina amna kalo amna demdemtotir tai rorang mancia amke nawan abur tai roran,apona	hajat	am	nan	dike	sina	a-mna	kalo	a-mna	demdemtotir	tai	rorang	mancia	amke	{nawan\_abur}	tai	rorang,like	feast	LOC	mainland	here	3PL	3-come_landwards	when	3-come_landwards	all	not	also	people	here	be_angry	not	also,"Like when there's a feast here, they come, when not everyone comes people aren't angry.",death,213,urua1244,urua1244a,WORD_ALIGNED,"{""LOC"": ""locative"", ""PL"": ""plural""}"
urua1244a-death-214,iasa la,biasa	laf,normal	just,It's normal.,death,214,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-215,ni ner saputi puni,ini	ner	saputi	punit,3SG.POSS	day	nine	finished,After the ninth day,death,215,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-216,erarti alalaf alafa samp,berarti	a-lalaf	a-lafa	sampe,that_means	3-return	3-wait	until,they go back and wait until,death,216,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-217,ni ner putinu,ini	ner	putinua,3SG.POSS	day	twenty,the twentieth day.,death,217,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-218,n ner putinua tahlil matan s,in	ner	putinua	tahlil	matan	sa,3SG.POSS	day	twenty	recite_from_Quran	time	one,The twentieth day they read \textit{tahlil} once.,death,218,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-219,lalaf sampe ini ner puten,a-lalaf	sampe	ini	ner	puteni,3-return	until	3SG.POSS	day	thirty,They go back until the thirtieth day.,death,219,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-220,ni nera puteni atahlil matan sa rora,ini	nera	puteni	a-tahlil	matan	sa	roran,3SG.POSS	day	thirty	3-recite_from_Quran	time	one	also,The thirtieth day they read tahlil once more.,death,220,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-221,atek ini ner putifat ka kanambo sina undang manci,fatek	ini	ner	putifat	ka	kanambo	sina	undang	mancia,later	3SG.POSS	day	forty	DIST	then	3PL	invite	people,Then on the fortieth day they invite people.,death,221,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""DIST"": ""distal"", ""PL"": ""plural""}"
urua1244a-death-222,undang bo aundang rora,a-undang	bo	a-undang	roran,3-invite	but	3-invite	also,"They invite [usually], but one can invite",death,222,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-223,undang tai rora,a-undang	tai	roran,3-invite	not	also,[or] not invite.,death,223,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-224,adi sina afno ama laf nosir o mosir awanggi Mina in laman sin,jadi	o	sina	a-fno	a-ma	laf	n-osir	o	m-osir	a-wanggi	mina	in	laman	sina,so	INT	3PL	3-tell_someone	3-come	just	3-say	QUOT	2SG-say	3-give	Mina	3SG.POSS	father	3PL,"So, they ask to come [send an invitation] saying: ``Just let Mina's father and his family know.",death,224,urua1244,urua1244a,WORD_ALIGNED,"{""INT"": ""interjection"", ""PL"": ""plural"", ""QUOT"": ""quotative"", ""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-225,inlen in ner putifat uta,minlen	in	ner	putifat	utaf,elder_woman	3SG.POSS	day	forty	tomorrow,Tomorrow is the woman's fortieth day.'',death,225,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-226,tau mosir awanggi a Amin in laman sin,atau	m-osir	a-wanggi	a	Amin	in	laman	sina,or	2SG-say	3-give	INT	Amin	3SG.POSS	father	3PL,Or: ``Tell Amin's father and his family,death,226,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""INT"": ""interjection"", ""POSS"": ""possessive"", ""PL"": ""plural""}"
urua1244a-death-227,ene in ner putifat uta,nene	in	ner	putifat	utaf,grandmother	3SG.POSS	day	forty	tomorrow,it's grandmother's fortieth day.,death,227,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-death-228,alo sina halangan tai kanambo utaf sina atn,kalo	sina	halangan	tai	kanambo	utaf	sina	a-tno,if	3PL	obstacle	no	then	tomorrow	3PL	3-go_seawards,"If they can, tomorrow they should come.''",death,228,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-death-229,eluarga dekat saj,keluarga	dekat	saja,family	close	just,Just the close family?,death,229,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-230,rtinya ami be keluarga karangan nor sina laf t,artinya	ami	be	keluarga	karangan	nor	sina	laf	to,that_means	1PL.EXCL	INDF	family	near	with	3PL	just	TAG,"That means just we who are close to them, right.",death,230,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""INDF"": ""indefinite"", ""TAG"": ""tag question""}"
urua1244a-death-231,alo sina afno ka da amatno berarti mancia ruang ke rora,kalo	sina	a-fno	ka	da	ama-tno	berarti	mancia	ruang	ke	roran,if	3PL	3-tell_someone	DIST	then	1PL.EXCL-go_seawards	that_means	people	village	PROX	also,"If they tell us to, then we go, that means [sometimes] people from here too",death,231,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""DIST"": ""distal"", ""EXCL"": ""exclusive"", ""PROX"": ""proximal""}"
urua1244a-death-232,malu hat,{a-malu\_hati},3-shy,are insecure:,death,232,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-death-233,fbe d,afbe	da,how	DA,how come,death,233,urua1244,urua1244a,WORD_ALIGNED,"{""DA"": ""unanalysed marker""}"
